"country","state","lat","long","week","population","confirmed","death","prevalence","log_prevalence","prev_day_total","new_cases","incidence","log_incidence","prev_day_actual"
"US","Alabama",32.85504247,-86.66232561,2020-01-20,4903185,0,0,0,-2.30258509299405,0,0,0,-2.30258509299405,0
"US","Alabama",32.85504247,-86.66232561,2020-01-27,4903185,0,0,0,-2.30258509299405,0,0,0,-2.30258509299405,0
"US","Alabama",32.85504247,-86.66232561,2020-02-03,4903185,0,0,0,-2.30258509299405,0,0,0,-2.30258509299405,0
"US","Alabama",32.85504247,-86.66232561,2020-02-10,4903185,0,0,0,-2.30258509299405,0,0,0,-2.30258509299405,0
"US","Alabama",32.85504247,-86.66232561,2020-02-17,4903185,0,0,0,-2.30258509299405,0,0,0,-2.30258509299405,0
"US","Alabama",32.85504247,-86.66232561,2020-02-24,4903185,0,0,0,-2.30258509299405,0,0,0,-2.30258509299405,0
"US","Alabama",32.85504247,-86.66232561,2020-03-02,4903185,0,0,0,-2.30258509299405,0,0,0,-2.30258509299405,0
"US","Alabama",32.85504247,-86.66232561,2020-03-09,4903185,28,0,5.71057384128888e-06,-2.3025279888861,0,28,5.71057384128888e-06,-2.3025279888861,0
"US","Alabama",32.85504247,-86.66232561,2020-03-16,4903185,180,0,3.67108318368571e-05,-2.30221805204345,28,152,3.10002579955682e-05,-2.30227513845496,28
"US","Alabama",32.85504247,-86.66232561,2020-03-23,4903185,880,10,0.000179475177869079,-2.30079194985787,180,700,0.000142764346032222,-2.30115846764776,152
"US","Alabama",32.85504247,-86.66232561,2020-03-30,4903185,1905,45,0.000388522970273404,-2.29870739130383,880,1025,0.000209047792404325,-2.30049679707855,700
"US","Alabama",32.85504247,-86.66232561,2020-04-06,4903185,3667,93,0.000747881224143083,-2.2951341084098,1905,1762,0.000359358253869679,-2.29899795194567,1025
