"country","state","lat","long","week","population","confirmed","death","prevalence","log_prevalence","prev_day_total","new_cases","incidence","log_incidence","prev_day_actual","time","time_sq","prev_log_prevalence","logit_prevalence","log_death","prev_log_death","new_death","log_new_death","prev_log_new_death","prevalence_country","log_prevalence_country","prev_log_prevalence_country","y_fitted_logit_prev","resid_logit_prev","y_fitted_log_prev","resid_log_prev"
"US","New York",42.634990315,-74.99930354,"2020-03-09",19453561,633,9,3.2539029743706e-05,-2.30225975562455,105,528,2.71415603549396e-05,-2.30231371421705,105,0.177777777777778,0.0316049382716049,-2.30253111975674,-2.30225974503977,2.2082744135228,-2.30258509299405,9,2.2082744135228,-2.30258509299405,9.85943648500863e-06,-2.3024865034893,-2.3024865034893,-2.30217789269876,8.18523410064387e-05,-2.30211935927952,0.000140396345028382
"US","New York",42.634990315,-74.99930354,"2020-03-16",19453561,15168,226,0.000779703006560084,-2.29481830268223,633,14535,0.000747163976816378,-2.29514122766502,528,0.2,0.04,-2.30225975562455,-2.29481226565986,5.42097737928392,2.2082744135228,217,5.38035807688425,2.2082744135228,0.00010376261784626,-2.30154800477752,-2.30154800477752,-2.27690426352925,0.0179080021306084,-2.27706047983998,0.0177578228422499
"US","New York",42.634990315,-74.99930354,"2020-03-23",19453561,59648,1611,0.00306617384858227,-2.27238403249516,15168,44480,0.00228647084202219,-2.27997786460394,14535,0.222222222222222,0.0493827160493827,-2.29481830268223,-2.27229253879389,7.38467245449694,5.42097737928392,1385,7.23352761818105,5.38035807688425,0.00042403222230206,-2.29835373560372,-2.29835373560372,-2.24923352808513,0.0230590107087592,-2.24959958841875,0.0227844440764073
"US","New York",42.634990315,-74.99930354,"2020-03-30",19453561,123160,5368,0.00633097457067115,-2.2411986478324,59648,63512,0.00326480072208888,-2.27045870901644,44480,0.244444444444444,0.0597530864197531,-2.27238403249516,-2.24081937020121,8.58822930739007,7.38467245449694,3757,8.23140266220138,7.23352761818105,0.00102106942004764,-2.29242617577724,-2.29242617577724,-2.28559860653457,-0.0447792363333614,-2.2861016459519,-0.0449029981195035
"US","New York",42.634990315,-74.99930354,"2020-04-06",19453561,189033,11129,0.00971714124730172,-2.20984966823484,123160,65873,0.00338616667663057,-2.26928411041646,63512,0.266666666666667,0.0711111111111111,-2.2411986478324,-2.20898099859436,9.31731857846635,8.58822930739007,5761,8.65888370767929,8.23140266220138,0.00168781381234635,-2.28584780796121,-2.28584780796121,-2.21802702694293,-0.00904602834856671,-2.21905976803335,-0.00921009979851295
"US","New York",42.634990315,-74.99930354,"2020-04-13",19453561,243551,15252,0.01251961016289,-2.18462775996931,189033,54518,0.00280246891558826,-2.27494590956087,65873,0.288888888888889,0.0834567901234568,-2.20984966823484,-2.18321808570719,9.63247247747314,9.31731857846635,4123,8.32436058659662,8.65888370767929,0.0023066861144663,-2.27978025024762,-2.27978025024762,-2.13925223576828,0.0439658499389108,-2.14084694787782,0.0437808120914887
"US","New York",42.634990315,-74.99930354,"2020-04-20",19453561,288045,18951,0.0148068006674973,-2.16450455758733,243551,44494,0.00228719050460736,-2.27997082887334,54518,0.311111111111111,0.0967901234567901,-2.18462775996931,-2.16256807823442,9.84961725631929,9.63247247747314,3699,8.21584482580064,8.32436058659662,0.00294221303541297,-2.27358748668462,-2.27358748668462,-2.18414386271548,-0.0215757844810627,-2.18598810165174,-0.0214835440644081
"US","New York",42.634990315,-74.99930354,"2020-04-27",19453561,316415,21285,0.0162651454918716,-2.15188195919982,288045,28370,0.00145834482437431,-2.28810696055468,44494,0.333333333333333,0.111111111111111,-2.16450455758733,-2.14957156272355,9.96576257639545,9.84961725631929,2334,7.75538165683014,8.21584482580064,0.00352543968254865,-2.26793790244483,-2.26793790244483,-2.15976636848958,-0.0101948057660266,-2.16199436322743,-0.0101124040276059
"US","New York",42.634990315,-74.99930354,"2020-05-04",19453561,335395,23289,0.0172408023394791,-2.14352531959856,316415,18980,0.000975656847607489,-2.292875812502,28370,0.355555555555556,0.12641975308642,-2.15188195919982,-2.14094882374657,10.0557407189372,9.96576257639545,2004,7.60295036115938,7.75538165683014,0.00404386744640864,-2.26294266640506,-2.26294266640506,-2.1500300143096,-0.00908119056302326,-2.15247660596326,-0.00895128636470499
"US","New York",42.634990315,-74.99930354,"2020-05-11",19453561,350121,24542,0.017997784570136,-2.13708942952208,335395,14726,0.000756982230656896,-2.29504377801912,18980,0.377777777777778,0.142716049382716,-2.14352531959856,-2.13429787921522,10.1081452891757,10.0557407189372,1253,7.13337576017124,7.60295036115938,0.0045234507430749,-2.25834382372857,-2.25834382372857,-2.14013575500086,-0.00583787578563877,-2.14284466652097,-0.00575523699888514
"US","New York",42.634990315,-74.99930354,"2020-05-18",19453561,361515,29834,0.0185834871055227,-2.13213803393743,350121,11394,0.000585702535386709,-2.29674515333142,14726,0.4,0.16,-2.13708942952208,-2.12917502286356,10.3034073135887,10.1081452891757,5292,8.57397042150378,7.13337576017124,0.00499461192805391,-2.25384624511219,-2.25384624511219,-2.11099429524554,0.0181807276180237,-2.11393818947504,0.0181998444623868
"US","New York",42.634990315,-74.99930354,"2020-05-25",19453561,370770,30493,0.0190592354787897,-2.12813413258786,361515,9255,0.000475748373266982,-2.29783889032162,11394,0.422222222222222,0.178271604938272,-2.13213803393743,-2.12502863957989,10.3252557074936,10.3034073135887,659,6.49087526805867,8.57397042150378,0.00543983704577815,-2.24961475369785,-2.24961475369785,-2.10039334187062,0.0246352977092696,-2.10356984449016,0.0245642880977037
